sales_order_id,customer_id,order_date,quantity,total_price,payment_status,shipping_address,description,created_at,car_id,salesman_id
SO58524,CUST66027,2025-01-03T22:16:43,9,359.38,Pending,"67136 Orozco Inlet
Jameschester, PA 57140",Simple writer course leave provide company.,2025-01-02T07:35:31,fs77100,salesman_5081
SO46244,CUST16813,2025-01-03T08:12:42,12,230.77,Paid,"5926 Bradford Circle Suite 009
Williamsland, TX 52865",Leader method step drop national.,2025-01-01T09:15:23,uE20324,salesman_6799
SO37787,CUST52794,2025-01-17T07:51:41,98,694.91,Paid,"613 Lisa Village Apt. 949
West Jennifertown, DE 08078",Specific police admit professor hard worry.,2025-01-06T15:56:12,US51311,salesman_7546
SO60269,CUST75305,2025-01-11T05:28:28,8,874.02,Failed,"816 Krista Port
East Kellyside, MI 62198",Body teach chair citizen condition item discover remain.,2025-01-15T06:03:59,Dc86354,salesman_0505
SO15643,CUST62376,2025-01-01T15:45:54,28,408.86,Pending,"38428 Mahoney Roads Suite 342
Watsonton, ME 48531",Put blue discover.,2025-01-04T11:59:54,Xk21251,salesman_7957
SO66433,CUST68090,2025-01-08T12:10:59,11,200.73,Failed,"603 Mueller Mews
East Markhaven, DE 44447",Information good despite difficult check season affect.,2025-01-11T10:06:56,wY47453,salesman_4050
SO67219,CUST50807,2025-01-13T18:51:40,51,910.82,Failed,"7730 Janice Freeway Suite 583
East Veronica, DE 18495",Own few knowledge wide child.,2025-01-13T21:08:31,OM61239,salesman_7957
SO66890,CUST33541,2025-01-09T22:57:25,64,499.44,Failed,"878 Thomas Tunnel Suite 862
Taylorside, VT 90969",Short decision nation option.,2025-01-04T18:21:21,Pe16617,salesman_4115
SO99041,CUST29386,2025-01-11T16:16:36,57,483.58,Paid,"52281 Bradford Hill
Hernandezfurt, FL 13789",Television place wrong.,2025-01-10T15:44:58,Fm27915,salesman_2203
SO58889,CUST68661,2025-01-09T06:48:02,67,589.3,Paid,"2068 Fowler Underpass Suite 616
Richardchester, LA 88456",Manager reflect wish national rich.,2025-01-09T09:59:10,lv87334,salesman_3489
SO92208,CUST37091,2025-01-17T12:34:43,32,718.5,Pending,"86628 Nathaniel Crest
Blairton, AL 22616",Case detail room world hair.,2025-01-12T14:50:14,bx01033,salesman_9662
SO65044,CUST82908,2025-01-14T12:36:22,46,322.48,Pending,"70692 Swanson Square Suite 775
Meyerchester, MP 73482",Wait civil get economic billion picture.,2025-01-05T16:52:34,ic27261,salesman_5517
SO77051,CUST06923,2025-01-11T22:56:44,12,881.17,Failed,"067 Marcus Prairie
Austinborough, VI 82083",Himself plant none international generation similar radio level.,2025-01-16T17:54:07,Ah32383,salesman_8514
SO38694,CUST76179,2025-01-02T11:49:55,66,982.09,Paid,"91626 Linda Rapid
Johnsonbury, WI 78485",North report between wonder other goal represent.,2025-01-17T22:54:27,bZ98537,salesman_8514
SO29742,CUST61243,2025-01-13T00:33:02,16,924.7,Failed,"87943 Robinson Crossing Suite 498
Mercadostad, AR 89791",Respond car blood interesting guy special.,2025-01-09T16:27:03,CH22007,salesman_5843
SO29693,CUST43584,2025-01-03T04:55:48,67,740.87,Paid,"92723 Henson Points Apt. 817
Markland, OR 27227",Tell they present allow.,2025-01-06T10:50:17,Vp00926,salesman_0265
SO90524,CUST95708,2025-01-08T15:39:34,6,519.65,Failed,"40330 Scott Squares Suite 158
Lake Kaitlinville, MN 49425",Pass letter idea catch its worker western.,2025-01-03T09:09:10,wu55333,salesman_0467
SO78920,CUST50215,2025-01-12T12:26:02,54,188.15,Pending,"237 Jason Mountain Apt. 241
Port Jacobland, LA 11355",Clearly to movement little.,2025-01-01T16:05:34,AX05548,salesman_5217
SO40151,CUST86053,2025-01-11T23:30:47,86,866.41,Paid,"741 Howard Place
New Lisa, MN 85498",System president prevent tell.,2025-01-06T14:33:47,OB74530,salesman_0505
SO46365,CUST70887,2025-01-11T05:38:39,78,721.35,Failed,"300 Ronald Villages
East Jessicafurt, ID 50956",After win debate open follow.,2025-01-12T12:59:58,vf91351,salesman_6662
SO87216,CUST25901,2025-01-02T05:35:37,68,401.75,Failed,"384 Nichole Motorway
North Jacobmouth, WV 12652",Out season place learn wear.,2025-01-15T05:25:59,kT87419,salesman_7452
SO71743,CUST82365,2025-01-06T15:28:58,99,170.33,Failed,"5908 Joshua Trafficway
Jamesmouth, PR 96997",Bad try figure yourself pressure.,2025-01-06T05:21:02,Vh52626,salesman_5081
SO65017,CUST55223,2025-01-09T23:07:30,64,250.98,Failed,"91630 Summers Cliff
North Ashley, MA 99601",Result role near American throw mind modern.,2025-01-02T06:07:27,Fo28280,salesman_4914
SO31187,CUST98941,2025-01-18T05:54:28,20,456.67,Pending,"5786 Thomas Forks
Hartmanchester, NV 09920",Hard southern as almost manage water analysis.,2025-01-11T13:07:19,Dh52303,salesman_8832
SO11850,CUST79096,2025-01-01T04:10:51,19,202.27,Pending,"05073 Sanchez Spurs
West Eric, WI 90265",Create answer say.,2025-01-17T22:14:55,zA60775,salesman_2365
SO93108,CUST03899,2025-01-05T02:15:37,36,708.1,Paid,"352 Rachel Manor Apt. 404
New Shawn, WY 67547",Throughout policy still onto today forget.,2025-01-02T22:35:10,iA17070,salesman_2127
SO92402,CUST24176,2025-01-08T12:02:28,36,925.49,Paid,"450 Linda Pike
Riggston, ME 59552",Difficult turn easy.,2025-01-03T16:31:17,CU95916,salesman_3489
SO68453,CUST70345,2025-01-13T09:40:05,9,396.31,Paid,"4921 Larry Vista
Donaldborough, PA 40416",College after hand.,2025-01-03T01:26:59,qe71098,salesman_4115
SO08280,CUST58264,2025-01-05T18:41:42,4,884.34,Failed,"514 Hernandez Falls
South Ianstad, PR 91608",Four term race we girl itself.,2025-01-15T21:06:40,NB99942,salesman_9082
SO35047,CUST24566,2025-01-16T08:27:11,66,381.87,Failed,"260 Johnson Stravenue Suite 514
Courtneybury, MA 33157",Some win explain money.,2025-01-14T08:47:48,UH04514,salesman_4050
SO96199,CUST60759,2025-01-09T08:15:44,74,7.9,Paid,"52622 Joshua Field
Thompsonmouth, AZ 50585",Leader enter win star base born.,2025-01-01T21:47:40,vt84755,salesman_4233
SO96476,CUST90702,2025-01-14T05:00:52,90,497.54,Pending,"PSC 5037, Box 0448
APO AP 21560",Avoid thing prevent there.,2025-01-06T01:56:43,Jv85091,salesman_4233
SO18431,CUST49809,2025-01-11T09:52:22,36,796.27,Failed,"458 Hicks Squares Suite 015
West Brianna, NE 79289",Cup method sound medical decision quality laugh serve.,2025-01-10T21:14:01,kh91331,salesman_5431
SO66051,CUST60529,2025-01-12T09:01:59,8,207.85,Paid,"9393 Caitlin Corners Apt. 287
Michaelburgh, CO 88930",Response meet sit certain.,2025-01-03T17:25:16,dC13333,salesman_0476
SO46883,CUST40126,2025-01-16T04:29:10,1,232.07,Failed,"1348 Tran Lakes Apt. 199
Williamtown, DC 31353",Ten manage fly size past easy pull.,2025-01-04T02:36:43,aq55541,salesman_4115
SO79257,CUST75272,2025-01-06T15:32:09,48,939.16,Failed,"284 Cohen Stream
North Tammy, FL 84494",Hair yet ago result carry.,2025-01-03T23:31:33,sM58523,salesman_9214
SO25129,CUST80079,2025-01-10T14:21:29,84,719.73,Pending,"6360 Courtney Vista
Emilyberg, DE 14686",About clearly national lose author risk half.,2025-01-09T19:22:29,pj91331,salesman_8832
SO03050,CUST29987,2025-01-16T11:24:44,27,850.7,Failed,"Unit 7035 Box 3284
DPO AA 41998",Story find over nothing true while.,2025-01-01T07:06:41,KG40758,salesman_0604
SO85912,CUST13104,2025-01-10T17:05:51,50,753.19,Failed,"05157 Jessica Mountain
New Jamesborough, WI 21889",Hit size guess sport.,2025-01-04T12:17:51,Ye06903,salesman_5431
SO12555,CUST12218,2025-01-01T06:04:31,30,845.25,Failed,"0970 Frank Roads
South Andrew, SC 91236",Analysis of hair talk consider magazine.,2025-01-09T17:47:55,wu55333,salesman_0476
SO07225,CUST42974,2025-01-12T13:24:03,92,731.74,Failed,"864 Diana Throughway
Ramoshaven, PR 76106",Well thousand station bad response most individual.,2025-01-14T03:24:40,OS60114,salesman_3678
SO53003,CUST00009,2025-01-04T06:23:00,61,498.65,Failed,"5977 Anderson Courts Suite 210
Port Theresashire, IA 97982",Across baby born.,2025-01-05T20:01:48,cs23804,salesman_7957
SO82799,CUST45488,2025-01-09T16:33:06,60,820.06,Pending,"0122 Larry Junctions
West Sarahtown, ID 05242",Station TV compare partner fish indeed.,2025-01-01T00:56:52,nt85197,salesman_8835
SO92582,CUST12702,2025-01-04T10:56:22,39,361.29,Failed,"857 Nelson Trace
North Marcusberg, SD 38617",Campaign figure after my full city mouth.,2025-01-03T22:18:43,Qq75322,salesman_4555
SO40614,CUST28328,2025-01-03T06:22:29,28,325.97,Paid,"8566 Tony Trafficway
East Johnton, MN 29721",Politics spend agreement manage.,2025-01-06T05:01:53,vf91351,salesman_4914
SO84691,CUST49722,2025-01-12T20:48:01,5,844.89,Pending,"649 Carter Course Apt. 767
Munozview, CA 30620",Mrs phone leave better room.,2025-01-17T19:11:06,lf90620,salesman_4113
SO77887,CUST11642,2025-01-02T14:31:01,79,108.1,Paid,"61122 Christopher Meadows Apt. 337
Richardchester, MS 25183",Phone development cell morning.,2025-01-10T11:48:43,uv81721,salesman_1817
SO17996,CUST48928,2025-01-17T15:52:07,18,242.34,Paid,"351 Benjamin Ridges
North Heatherfort, SD 99925",Six reality firm market.,2025-01-01T15:43:19,Dc92952,salesman_5843
SO58106,CUST91745,2025-01-09T13:28:54,31,631.33,Pending,"31788 Morrison Park
Shelleyborough, MH 17398",Such change early somebody same responsibility send.,2025-01-10T05:33:26,US54988,salesman_4113
SO88895,CUST67295,2025-01-07T19:21:27,33,519.14,Pending,"USNV Mayo
FPO AE 77261",Relate politics participant maintain Mr.,2025-01-09T18:31:03,ey10203,salesman_3140
SO66750,CUST26886,2025-01-02T20:03:59,61,590.4,Paid,"PSC 8394, Box 4201
APO AE 44018",Person example rather member bar resource.,2025-01-03T13:12:56,Gy63803,salesman_4233
SO21560,CUST62349,2025-01-12T01:41:58,13,635.65,Paid,"5616 Collins Rapids Apt. 173
Emilyville, TX 69032",Herself throw enter American.,2025-01-18T04:21:46,DZ83339,salesman_2700
SO27116,CUST99708,2025-01-17T06:55:30,91,760.97,Paid,"4172 Thomas Lakes Apt. 327
Lake Dylanchester, CT 78211",Mean six age although fine trade.,2025-01-11T18:08:38,kT87419,salesman_9720
SO13550,CUST33920,2025-01-11T15:28:48,10,808.98,Failed,"16250 Petty Valleys
New Codytown, ID 47166",Hear who realize would.,2025-01-15T18:21:17,Mj60340,salesman_5217
SO31665,CUST05476,2025-01-11T20:03:07,56,976.16,Failed,"4228 Michael Knolls
Cherylport, AS 60253",Some goal investment early.,2025-01-16T05:03:28,Mk30364,salesman_2203
SO11844,CUST76333,2025-01-14T18:53:52,76,712.99,Pending,"20793 Jeremy Lodge Suite 610
West Lisa, WA 79602",Enter across protect truth leg within.,2025-01-10T07:40:49,rm13453,salesman_8835
SO97763,CUST72971,2025-01-05T09:57:28,11,14.07,Pending,"USNS Davidson
FPO AA 39833",Executive ball decade hour career his.,2025-01-18T10:48:19,Aq04045,salesman_2203
SO13659,CUST10562,2025-01-16T15:15:56,8,939.26,Paid,"169 Taylor Center
South Brian, TX 09260",Executive cause happy fire special name full.,2025-01-07T16:21:02,Wq43757,salesman_3560
SO35406,CUST54369,2025-01-06T11:04:29,4,644.16,Paid,"318 Gerald Villages
East Sheilaton, VT 32040",Spend within with general heavy.,2025-01-10T21:42:26,Xf98012,salesman_6964
SO22956,CUST52413,2025-01-09T04:25:47,8,915.4,Paid,"86961 Larry Streets
West Normaton, DE 07179",Someone analysis hold result dinner social.,2025-01-18T00:37:04,lt84987,salesman_9214
SO31919,CUST78961,2025-01-02T07:27:28,85,790.06,Failed,"444 Hays Estate
New Briana, OH 68691",First particularly history opportunity owner.,2025-01-02T20:53:17,zK86092,salesman_7747
SO23886,CUST42735,2025-01-16T14:10:45,23,508.34,Paid,"539 Linda Common Suite 851
Johnsonburgh, NH 40143",Their south discover our box test tonight.,2025-01-11T14:58:19,ir00434,salesman_5500
SO33703,CUST44532,2025-01-04T03:08:10,8,161.67,Paid,"67947 Jessica Orchard Apt. 645
Rhodesport, IA 18359",Rich test police wife require it smile.,2025-01-02T19:55:30,wn22066,salesman_9945
SO37301,CUST34059,2025-01-17T22:40:38,54,310.0,Failed,"7090 Mclaughlin Center Apt. 427
Port Kimtown, MA 89301",South activity down model strong total reach.,2025-01-10T23:48:30,sk66016,salesman_4050
SO25089,CUST27226,2025-01-15T04:36:17,53,223.3,Failed,"USS Smith
FPO AA 12158",Save fire get.,2025-01-17T22:23:23,eQ52554,salesman_8832
SO42422,CUST34047,2025-01-12T16:14:28,14,845.93,Pending,"34889 Gary Centers Apt. 998
East Jessicaborough, WA 66458",Subject drive manage especially according force future.,2025-01-12T17:06:45,kk46550,salesman_6101
SO98254,CUST32614,2025-01-08T03:13:41,79,48.22,Pending,"38158 Jeffery Gateway Suite 578
East Kyle, RI 06870",You poor film oil current age.,2025-01-04T09:23:09,sx35249,salesman_4648
SO62442,CUST82137,2025-01-04T11:50:35,63,578.58,Pending,"37785 Matthew Lights
Thomasshire, NV 60830",Him church bad large during fall politics.,2025-01-16T23:10:40,Wu54111,salesman_0265
SO57667,CUST56169,2025-01-16T20:13:05,14,449.65,Paid,"382 Brian Rapid
Bobbychester, LA 64404",Relationship nor fly six about.,2025-01-17T13:13:45,Ie95540,salesman_2127
SO42988,CUST66344,2025-01-09T22:58:44,27,97.87,Failed,"2081 Andrea Stream Apt. 023
New Williehaven, AR 22508",Quality rise sell just compare.,2025-01-07T11:17:15,iD25454,salesman_5108
SO50159,CUST72465,2025-01-11T17:12:36,93,121.48,Failed,"0563 Cooper Mills Suite 545
North Judithhaven, NE 70759",Meeting especially appear physical data newspaper manage.,2025-01-08T01:42:52,jy28361,salesman_5217
SO37095,CUST67364,2025-01-15T07:27:36,33,876.69,Failed,"30702 Randy Keys
Jasontown, MT 38447",Hope hope receive worker water growth.,2025-01-03T06:55:35,Vh52626,salesman_7808
SO68994,CUST16277,2025-01-04T02:32:21,44,826.72,Paid,"626 Watson Light Apt. 841
Michaelview, PW 49388",Think support finish difficult finally.,2025-01-15T02:23:49,vt84755,salesman_3489
SO08719,CUST57690,2025-01-16T16:50:57,19,371.66,Paid,"173 Katherine Inlet Apt. 037
Faithton, AZ 92301",To side late stay talk system member make.,2025-01-05T02:52:36,TR65255,salesman_0394
SO50364,CUST76036,2025-01-17T13:13:25,82,998.65,Paid,"265 Fletcher View
Johnburgh, PW 68343",Form prepare beyond.,2025-01-12T18:07:26,wP59541,salesman_0421
SO59727,CUST18594,2025-01-11T19:19:29,34,695.48,Paid,"66624 Maddox Green
New Theresa, NC 58090",And daughter this draw.,2025-01-15T19:25:16,OC66094,salesman_4050
SO43774,CUST85765,2025-01-12T03:19:59,92,515.73,Paid,"871 Jackson Neck
Elizabethstad, VA 05907",From sound I black.,2025-01-11T13:27:30,qz85619,salesman_2700
SO13483,CUST35488,2025-01-06T00:04:45,98,324.64,Pending,"372 Garcia Hills Suite 475
Garciafurt, FM 54107",Key hospital service their last pattern social.,2025-01-10T10:53:09,tU87762,salesman_7957
SO09865,CUST40487,2025-01-13T03:56:42,89,804.84,Pending,"951 Victoria Summit Apt. 312
Maryton, VI 27056",Fear man behind only customer find heavy else.,2025-01-17T12:30:30,Ip18928,salesman_9082
SO01863,CUST32097,2025-01-07T04:41:13,34,382.83,Paid,"89769 Joyce Drive Suite 272
Lake Amber, OH 19615",Energy spend wall.,2025-01-07T16:04:24,pj91331,salesman_5500
SO32847,CUST14159,2025-01-17T06:19:56,89,947.53,Failed,"89121 Walker Rapid Suite 499
Elizabethmouth, ID 61815",Research carry power itself.,2025-01-04T05:19:29,Xe63938,salesman_3489
SO77717,CUST83195,2025-01-15T10:58:41,78,197.27,Pending,"5558 Robin Station
Ramosshire, MN 79618",Friend modern wall week few wind example.,2025-01-02T05:59:54,Ly16891,salesman_4555
SO98710,CUST60670,2025-01-14T15:12:27,49,163.57,Pending,"834 Marshall Mountains Apt. 508
West Danielside, AZ 23551",Stock process others value always series side.,2025-01-10T00:14:52,mD06938,salesman_3821
SO64646,CUST58924,2025-01-12T18:56:05,35,26.23,Failed,"4144 Michael Isle Suite 590
Jennifermouth, PW 45980",Budget reduce range.,2025-01-04T17:15:25,Vh52626,salesman_6841
SO00401,CUST99093,2025-01-11T00:39:29,97,36.01,Failed,"138 Ho Stravenue Apt. 705
South Ashley, MO 95376",She management financial together even page financial.,2025-01-17T23:58:32,dC13333,salesman_6101
SO05802,CUST52116,2025-01-12T10:54:51,50,218.42,Failed,"349 Christopher Lights Suite 931
North Devin, AK 89760",No young simply edge very around lead allow.,2025-01-17T00:22:38,OC66094,salesman_0394
SO26595,CUST56843,2025-01-12T06:11:17,79,435.41,Paid,"PSC 7189, Box 7527
APO AE 66551",Several fly measure guess trade remember.,2025-01-14T17:35:40,hO04271,salesman_4987
SO47318,CUST98793,2025-01-04T23:35:17,21,496.01,Paid,"30372 King Valleys Suite 042
New Rebeccahaven, NY 32882",Information establish radio head hotel charge population.,2025-01-12T20:33:44,EJ89106,salesman_4648
SO35419,CUST64370,2025-01-06T21:00:20,72,528.38,Failed,"63038 Rita Trafficway Apt. 003
New Matthewport, OK 71820",Nearly cold ability nothing.,2025-01-11T19:18:43,Cr25792,salesman_7957
SO40585,CUST26528,2025-01-12T00:28:09,80,259.23,Pending,"USS Baldwin
FPO AA 84174",View less similar area.,2025-01-05T17:57:59,jg16767,salesman_9082
SO86527,CUST53062,2025-01-18T04:17:21,87,567.02,Pending,"2197 Adam Creek Suite 839
Martinezshire, GA 62468",Field cold add different culture building should.,2025-01-04T14:18:28,Ye06903,salesman_9767
SO80533,CUST64545,2025-01-15T05:27:11,99,85.83,Paid,"34645 Davis Stravenue
Williamchester, GA 63249",Common will page land white.,2025-01-04T09:15:52,ri18384,salesman_9082
SO38894,CUST33985,2025-01-16T03:14:53,80,839.48,Paid,"USS Wilcox
FPO AA 87132",Agency boy attorney television.,2025-01-14T19:10:11,hG96444,salesman_7452
SO35855,CUST46261,2025-01-16T16:16:39,32,966.67,Failed,"64832 Susan Row
Rosariofurt, AS 66619",Require ago once early.,2025-01-14T18:32:09,mD06938,salesman_5517
SO29698,CUST53907,2025-01-04T10:20:36,81,986.87,Failed,"6771 Randy Port
Fosterborough, NC 63115",Important focus money friend determine director program.,2025-01-15T11:51:29,cG50594,salesman_4050
SO79970,CUST31094,2025-01-05T19:06:28,49,449.65,Failed,"6089 Greene Prairie Suite 704
New Danaland, AS 94836",Better their around six husband current research rate.,2025-01-04T20:54:12,eY71966,salesman_3560
SO54165,CUST69529,2025-01-14T12:07:08,22,47.95,Failed,"4511 Kimberly Inlet Suite 506
Lake Joshua, CA 96002",Power very college.,2025-01-17T16:23:17,fs77100,salesman_9662
SO47315,CUST55421,2025-01-04T02:31:08,70,182.82,Failed,"6728 Lisa Estate Suite 477
Perezstad, OH 02304",Now hour knowledge reflect boy radio.,2025-01-07T23:27:12,Zg90518,salesman_0265
SO62262,CUST05879,2025-01-13T22:17:05,86,892.45,Pending,"PSC 2898, Box 4868
APO AP 21911",Rather employee position just.,2025-01-09T04:13:22,rI86953,salesman_0505
SO23469,CUST15159,2025-01-03T00:44:11,59,409.23,Failed,"784 Charles Corner Apt. 067
Reevesshire, IA 86445",Outside father economic.,2025-01-13T08:07:06,pg97256,salesman_5081
SO98480,CUST23983,2025-01-11T07:56:02,10,393.54,Pending,"95047 Holloway Drives Suite 344
Anthonyside, CA 99470",Finish board enter power.,2025-01-04T07:18:36,qY58108,salesman_7747
SO51307,CUST16265,2025-01-08T22:08:13,91,8.75,Pending,"7354 Matthew Drive
Lake Jaredburgh, TX 06594",Type hotel practice.,2025-01-16T06:10:53,Uc10948,salesman_4147
SO99907,CUST20409,2025-01-11T18:06:50,20,747.91,Paid,"Unit 6661 Box 5852
DPO AE 31310",Board real theory attack.,2025-01-13T04:44:44,Ti98144,salesman_4113
SO44998,CUST71337,2025-01-07T18:46:55,80,724.19,Paid,"0786 Vasquez Centers
Smithmouth, TN 53815",Camera dog tell ball with more sort.,2025-01-11T05:29:50,zK86092,salesman_8734
SO01834,CUST71643,2025-01-13T10:12:14,56,793.36,Pending,"0997 Ronald Gateway
Rebeccatown, AZ 77131",Cause pass rich maintain picture.,2025-01-04T22:37:48,Rd70867,salesman_3489
SO72554,CUST05363,2025-01-04T11:19:02,76,649.52,Failed,"692 Ramsey Crossroad Apt. 154
Morganside, OR 43054",Issue beautiful impact expert.,2025-01-11T10:30:21,Cq51717,salesman_3489
SO26600,CUST44007,2025-01-03T04:11:44,43,759.6,Pending,"44402 Jacqueline Crest Apt. 331
New Samantha, AZ 02654",Sing model good.,2025-01-07T06:50:36,aO90783,salesman_1817
SO96933,CUST33718,2025-01-06T07:59:14,57,553.99,Paid,"432 Harris Lodge
Virginiahaven, KY 66154",Lawyer unit opportunity maybe.,2025-01-08T10:13:18,Dh52303,salesman_5142
SO61397,CUST66866,2025-01-08T09:37:28,5,157.07,Failed,"3964 Cherry Lake Apt. 172
Sharonfort, KS 52354",Sometimes military attack science.,2025-01-15T12:26:50,Mk30364,salesman_8514
SO63216,CUST75467,2025-01-10T19:55:16,73,184.65,Failed,"92450 Mcmillan Oval Apt. 682
Millerburgh, FM 98656",Song attention herself save think director talk.,2025-01-09T03:14:47,lt84987,salesman_9082
SO90237,CUST53963,2025-01-08T05:11:05,1,553.84,Paid,"Unit 9551 Box 0550
DPO AP 34752",Discover wear rich where decision inside.,2025-01-18T09:13:53,Em99487,salesman_0505
SO20585,CUST48653,2025-01-03T05:34:12,58,650.35,Failed,"9421 Ricardo Route Suite 118
North Albertstad, AS 24464",Few hard hair gun test.,2025-01-14T05:59:00,Jh34810,salesman_6841
SO92168,CUST62028,2025-01-14T01:08:32,8,775.61,Pending,"0694 Dunn Crossing Apt. 072
West Brittany, RI 82015",Oil across bring true.,2025-01-11T17:58:54,ic27261,salesman_5088
SO38945,CUST23929,2025-01-03T13:22:56,94,324.49,Paid,"51444 Russo Path Suite 975
South Josebury, VT 36432",Can outside option movie.,2025-01-15T11:52:11,gQ08544,salesman_3489
SO52701,CUST02689,2025-01-11T14:36:05,26,698.55,Pending,"489 Johnson Greens
Port Amyton, AK 59562",Choose surface three season.,2025-01-01T17:49:20,hO04271,salesman_3489
SO34126,CUST79703,2025-01-12T23:10:54,16,397.53,Paid,"341 Johnson Courts Apt. 949
New Amber, WA 87806",No try nice home ability.,2025-01-15T03:52:18,hG96444,salesman_4648
SO52437,CUST07395,2025-01-09T18:26:46,17,209.05,Paid,"9124 Jones Rest
East Scottview, IA 20071",While good bed claim nation.,2025-01-12T13:11:37,QR59253,salesman_5970
SO08745,CUST23661,2025-01-15T20:41:17,50,844.06,Pending,"21493 Dennis Rest
New Judyborough, NH 73661",Standard right investment give nice wall that.,2025-01-11T09:29:26,Xe63938,salesman_4050
SO12602,CUST00123,2025-01-12T04:25:09,42,395.97,Failed,"1255 Adrienne Knolls
Sheppardbury, AZ 30931",Mention culture me more audience week.,2025-01-18T06:51:12,Pl20131,salesman_9214
SO18084,CUST87230,2025-01-10T04:26:23,82,834.19,Paid,"6049 Kelly Hill Suite 457
Heatherhaven, UT 58416",But travel election administration position tax career.,2025-01-15T02:24:09,RR16133,salesman_0622
SO85660,CUST90566,2025-01-10T14:44:48,11,528.97,Pending,"50503 Thomas Stravenue Apt. 359
Kelseyview, IA 04170",Approach forward training why whatever fast.,2025-01-05T15:23:57,lt84987,salesman_2292
SO03241,CUST52808,2025-01-10T04:35:49,22,848.15,Paid,"81142 Bennett Forks
North Kayla, NE 92349",Suggest respond yeah project.,2025-01-08T19:31:42,AC49600,salesman_4147
SO88907,CUST97650,2025-01-08T03:38:05,44,855.09,Paid,"2281 Keller Ridges
East Ericview, DC 64999",Cut next generation country.,2025-01-16T23:06:52,xf29019,salesman_3560
SO34028,CUST59898,2025-01-17T05:05:54,1,950.54,Failed,"8758 Kimberly Branch
North Juanville, ID 82663",Church door training ever make knowledge control.,2025-01-05T16:32:02,Ez45489,salesman_8514
SO21252,CUST26067,2025-01-14T22:41:05,48,512.98,Paid,"34499 Ryan Junctions Suite 880
North Angelaton, NH 56494",Hard stand set none.,2025-01-08T01:08:50,Qq75322,salesman_7452
SO67644,CUST83551,2025-01-15T05:24:54,36,53.27,Failed,"70183 Wallace Club
Newmanville, RI 89329",Production carry should tell late top performance.,2025-01-07T02:37:57,Cf49963,salesman_4050
SO37119,CUST49720,2025-01-11T03:05:39,30,271.66,Failed,"219 Washington Views
Lindseyfort, IN 03919",Fill work effect every generation Congress.,2025-01-11T22:43:42,rL24855,salesman_4233
SO13724,CUST56441,2025-01-01T10:45:06,75,73.55,Paid,"PSC 9274, Box 8652
APO AE 18097",Summer practice grow technology but increase.,2025-01-06T07:15:55,Vh52626,salesman_3489
SO91072,CUST68244,2025-01-01T23:07:51,100,200.58,Pending,"PSC 6310, Box 2353
APO AP 44020",Small into two fact represent blood.,2025-01-11T05:13:58,Vm50802,salesman_2700
SO51430,CUST89299,2025-01-04T07:34:19,47,610.25,Failed,"819 Christine Dam Suite 097
New Matthewstad, FL 98261",Worker court series he film.,2025-01-09T13:37:24,zw76292,salesman_3489
SO07694,CUST27238,2025-01-09T20:36:12,5,967.65,Failed,"6543 Sabrina Dale Suite 507
Annchester, MD 35636",Lay discussion fight exist strategy west stock.,2025-01-13T08:46:37,bs95360,salesman_3560
SO84656,CUST80377,2025-01-01T18:23:51,16,734.07,Pending,"6916 Trujillo Hill
South Stephenport, FL 86277",Wear life economy sit performance.,2025-01-16T11:37:21,Ck51231,salesman_4050
SO19819,CUST00440,2025-01-15T17:39:55,15,125.85,Failed,"5261 Wood Plains Apt. 791
Tatemouth, CO 85911",Break agree try lose produce million wrong.,2025-01-01T06:30:31,RS14581,salesman_2292
SO76207,CUST06407,2025-01-12T11:36:21,8,481.11,Failed,"9198 Kyle Forest Suite 306
Ramosland, FM 25029",Nothing vote free where exactly after.,2025-01-11T21:08:35,zw76292,salesman_4050
SO15173,CUST12794,2025-01-11T10:01:26,48,224.8,Paid,"77916 Lopez Vista
Monicaburgh, IA 48409",Able yard total other letter.,2025-01-09T19:25:02,MU75789,salesman_0421
SO62155,CUST83665,2025-01-18T05:38:54,39,282.43,Paid,"87074 Johnson Meadow Apt. 495
Lake Mary, IL 04637",Your political foreign various resource.,2025-01-01T20:29:31,Ah32383,salesman_9945
SO64195,CUST15099,2025-01-17T14:49:52,46,711.45,Pending,"377 Gary Well
West Crystalland, SD 28143",They world authority despite.,2025-01-15T03:02:21,Qy35344,salesman_5517
SO76189,CUST80319,2025-01-07T14:31:47,56,329.94,Failed,"35223 Gomez Course
Teresashire, PA 84327",Expert anything outside which.,2025-01-13T08:14:34,nL29092,salesman_4050
SO27072,CUST91593,2025-01-02T13:39:34,80,222.48,Pending,"00939 Nelson Garden Apt. 498
Carrollfort, IL 52953",After that board become citizen when sport.,2025-01-14T18:02:55,eU42379,salesman_5108
SO07159,CUST84417,2025-01-06T17:09:43,97,258.89,Paid,"56605 Schmidt Rest
Francomouth, PR 30231",Road indeed society adult probably.,2025-01-09T01:12:15,Jz05498,salesman_0505
SO94823,CUST60355,2025-01-06T10:31:01,75,106.43,Failed,"40948 Earl Mountain
South Sarah, AS 63331",Money talk rock decade we human.,2025-01-16T00:26:51,Hd84673,salesman_0604
SO03083,CUST48620,2025-01-16T17:47:47,35,291.14,Paid,"752 William Valley
Amandahaven, IN 10179",Bad speak letter good difficult war rather.,2025-01-02T14:42:34,Sk52982,salesman_4555
